Molecule Name,Target,Gene,Uniprot,CHEMBL,Target Class,Probability,Active 2D/3D
Scutiaquinone B,Epidermal growth factor receptor erbB1,EGFR,P00533,CHEMBL203,Kinase,0.1219062551,180 /  0     
Scutiaquinone B,Interleukin-8 receptor B,CXCR2,P25025,CHEMBL2434,Family A G protein-coupled receptor,0.1219062551,88 /  0     
Scutiaquinone B,Interleukin-8 receptor A,CXCR1,P25024,CHEMBL4029,Family A G protein-coupled receptor,0.1219062551,64 /  0     
Scutiaquinone B,11-beta-hydroxysteroid dehydrogenase 1,HSD11B1,P28845,CHEMBL4235,Enzyme,0.1219062551,108 /  0     
Scutiaquinone B,Tankyrase-2,TNKS2,Q9H2K2,CHEMBL6154,Enzyme,0.1219062551,8 /  0     
Scutiaquinone B,Thrombin,F2,P00734,CHEMBL204,Protease,0.1219062551,119 /  0     
Scutiaquinone B,C-C chemokine receptor type 6,CCR6,P51684,CHEMBL4423,Family A G protein-coupled receptor,0.1219062551,2 /  0     
Scutiaquinone B,C-X-C chemokine receptor type 3,CXCR3,P49682,CHEMBL4441,Family A G protein-coupled receptor,0.1219062551,11 /  0     
Scutiaquinone B,Hematopoietic prostaglandin D synthase,HPGDS,O60760,CHEMBL5879,Transferase,0.1219062551,7 /  0     
Scutiaquinone B,Cyclin-dependent kinase 1/cyclin B,CCNB3 CDK1 CCNB1 CCNB2,Q8WWL7 P06493 P14635 O95067,CHEMBL2094127,Other cytosolic protein,0.1219062551,21 /  0     
Scutiaquinone B,Cyclin-dependent kinase 2/cyclin A,CDK2 CCNA1 CCNA2,P24941 P78396 P20248,CHEMBL2094128,Other cytosolic protein,0.1219062551,25 /  0     
Scutiaquinone B,Ribosomal protein S6 kinase alpha 3,RPS6KA3,P51812,CHEMBL2345,Kinase,0.1219062551,9 /  0     
Scutiaquinone B,Protein kinase C beta,PRKCB,P05771,CHEMBL3045,Kinase,0.1219062551,55 /  0     
Scutiaquinone B,Lysine-specific histone demethylase 1,KDM1A,O60341,CHEMBL6136,Eraser,0.1219062551,5 /  0     
Scutiaquinone B,Mu opioid receptor,OPRM1,P35372,CHEMBL233,Family A G protein-coupled receptor,0.1219062551,545 /  0     
Scutiaquinone B,Delta opioid receptor,OPRD1,P41143,CHEMBL236,Family A G protein-coupled receptor,0.1219062551,404 /  0     
Scutiaquinone B,Kappa Opioid receptor,OPRK1,P41145,CHEMBL237,Family A G protein-coupled receptor,0.1219062551,419 /  0     
Scutiaquinone B,Leukotriene B4 receptor 1,LTB4R,Q15722,CHEMBL3911,Family A G protein-coupled receptor,0.1219062551,29 /  0     
Scutiaquinone B,PI3-kinase p110-gamma subunit,PIK3CG,P48736,CHEMBL3267,Enzyme,0.1219062551,73 /  0     
Scutiaquinone B,Thrombin and coagulation factor X,F10,P00742,CHEMBL244,Protease,0.1219062551,130 /  0     
Scutiaquinone B,Cannabinoid receptor 2,CNR2,P34972,CHEMBL253,Family A G protein-coupled receptor,0.1219062551,105 /  0     
Scutiaquinone B,Histone deacetylase 6,HDAC6,Q9UBN7,CHEMBL1865,Eraser,0.1219062551,70 /  0     
Scutiaquinone B,Histone deacetylase 2,HDAC2,Q92769,CHEMBL1937,Eraser,0.1219062551,22 /  0     
Scutiaquinone B,Dopamine D1 receptor,DRD1,P21728,CHEMBL2056,Family A G protein-coupled receptor,0.1219062551,23 /  0     
Scutiaquinone B,Serotonin 1a (5-HT1a) receptor,HTR1A,P08908,CHEMBL214,Family A G protein-coupled receptor,0.1219062551,187 /  0     
Scutiaquinone B,Dopamine D2 receptor,DRD2,P14416,CHEMBL217,Family A G protein-coupled receptor,0.1219062551,244 /  0     
Scutiaquinone B,Dopamine D4 receptor,DRD4,P21917,CHEMBL219,Family A G protein-coupled receptor,0.1219062551,70 /  0     
Scutiaquinone B,Serotonin 2a (5-HT2a) receptor,HTR2A,P28223,CHEMBL224,Family A G protein-coupled receptor,0.1219062551,148 /  0     
Scutiaquinone B,Serotonin 2c (5-HT2c) receptor,HTR2C,P28335,CHEMBL225,Family A G protein-coupled receptor,0.1219062551,66 /  0     
Scutiaquinone B,Dopamine D3 receptor,DRD3,P35462,CHEMBL234,Family A G protein-coupled receptor,0.1219062551,129 /  0     
Scutiaquinone B,HERG,KCNH2,Q12809,CHEMBL240,Voltage-gated ion channel,0.1219062551,224 /  0     
Scutiaquinone B,Estrogen receptor beta,ESR2,Q92731,CHEMBL242,Nuclear receptor,0.1219062551,31 /  0     
Scutiaquinone B,Beta amyloid A4 protein,APP,P05067,CHEMBL2487,Membrane receptor,0.1219062551,17 /  0     
Scutiaquinone B,Histone deacetylase 1,HDAC1,Q13547,CHEMBL325,Eraser,0.1219062551,63 /  0     
Scutiaquinone B,HMG-CoA reductase,HMGCR,P04035,CHEMBL402,Oxidoreductase,0.1219062551,77 /  0     
Scutiaquinone B,Adenosine A1 receptor   (by homology),ADORA1,P30542,CHEMBL226,Family A G protein-coupled receptor,0.1219062551,62 /  0     
Scutiaquinone B,Adenosine A3 receptor,ADORA3,P0DMS8,CHEMBL256,Family A G protein-coupled receptor,0.1219062551,103 /  0     
Scutiaquinone B,Estradiol 17-beta-dehydrogenase 2,HSD17B2,P37059,CHEMBL2789,Enzyme,0.1219062551,32 /  0     
Scutiaquinone B,Kinesin-like protein 1,KIF11,P52732,CHEMBL4581,Other cytosolic protein,0.1219062551,20 /  0     
Scutiaquinone B,Thymidylate synthase   (by homology),TYMS,P04818,CHEMBL1952,Transferase,0.1219062551,4 /  0     
Scutiaquinone B,Estrogen receptor alpha,ESR1,P03372,CHEMBL206,Nuclear receptor,0.1219062551,36 /  0     
Scutiaquinone B,Nuclear receptor ROR-gamma,RORC,P51449,CHEMBL1741186,Nuclear receptor,0,5 /  0     
Scutiaquinone B,Protein farnesyltransferase,FNTA FNTB,P49354 P49356,CHEMBL2094108,Enzyme,0,35 /  0     
Scutiaquinone B,Tyrosine-protein kinase JAK1,JAK1,P23458,CHEMBL2835,Kinase,0,99 /  0     
Scutiaquinone B,Tyrosine-protein kinase JAK2,JAK2,O60674,CHEMBL2971,Kinase,0,126 /  0     
Scutiaquinone B,dUTP pyrophosphatase,DUT,P33316,CHEMBL5203,Enzyme,0,51 /  0     
Scutiaquinone B,Tyrosine-protein kinase BTK,BTK,Q06187,CHEMBL5251,Kinase,0,17 /  0     
Scutiaquinone B,Renin,REN,P00797,CHEMBL286,Protease,0,562 /  0     
Scutiaquinone B,"Nitric oxide synthase, inducible   (by homology)",NOS2,P35228,CHEMBL4481,Enzyme,0,9 /  0     
Scutiaquinone B,Cyclin-dependent kinase 4/cyclin D1,CCND1 CDK4,P24385 P11802,CHEMBL1907601,Kinase,0,48 /  0     
Scutiaquinone B,Cyclin-dependent kinase 2/cyclin E1,CCNE1 CDK2,P24864 P24941,CHEMBL1907605,Kinase,0,34 /  0     
Scutiaquinone B,ATP-sensitive inward rectifier potassium channel 1,KCNJ1,P48048,CHEMBL1293292,Voltage-gated ion channel,0,17 /  0     
Scutiaquinone B,EZH2/SUZ12/EED/RBBP7/RBBP4,EZH2,Q15910,CHEMBL2189110,Writer,0,10 /  0     
Sodwanone R,Cytochrome P450 17A1,CYP17A1,P05093,CHEMBL3522,Cytochrome P450,0.1617657147,55 /  20     
Sodwanone R,Protein farnesyltransferase,FNTA FNTB,P49354 P49356,CHEMBL2094108,Enzyme,0.1368446807,232 /  10     
Sodwanone R,Glucocorticoid receptor,NR3C1,P04150,CHEMBL2034,Nuclear receptor,0.1285315776,219 /  50     
Sodwanone R,11-beta-hydroxysteroid dehydrogenase 1,HSD11B1,P28845,CHEMBL4235,Enzyme,0.1285315776,289 /  35     
Sodwanone R,Cytochrome P450 19A1,CYP19A1,P11511,CHEMBL1978,Cytochrome P450,0.1285315776,109 /  274     
Sodwanone R,Progesterone receptor,PGR,P06401,CHEMBL208,Nuclear receptor,0.1202257509,117 /  51     
Sodwanone R,Androgen Receptor,AR,P10275,CHEMBL1871,Nuclear receptor,0.1202257509,190 /  97     
Sodwanone R,Aldo-keto-reductase family 1 member C3,AKR1C3,P42330,CHEMBL4681,Enzyme,0.1202257509,30 /  1     
Sodwanone R,Mineralocorticoid receptor,NR3C2,P08235,CHEMBL1994,Nuclear receptor,0.1202257509,54 /  26     
Sodwanone R,Cytochrome P450 2C19,CYP2C19,P33261,CHEMBL3622,Cytochrome P450,0.1202257509,9 /  7     
Sodwanone R,Testis-specific androgen-binding protein,SHBG,P04278,CHEMBL3305,Secreted protein,0.1202257509,26 /  33     
Sodwanone R,Estradiol 17-beta-dehydrogenase 2,HSD17B2,P37059,CHEMBL2789,Enzyme,0.1202257509,71 /  2     
Sodwanone R,Aldo-keto reductase family 1 member C2,AKR1C2,P52895,CHEMBL5847,Enzyme,0.1202257509,2 /  1     
Sodwanone R,Aldo-keto reductase family 1 member C1,AKR1C1,Q04828,CHEMBL5905,Enzyme,0.1202257509,1 /  1     
Sodwanone R,11-beta-hydroxysteroid dehydrogenase 2,HSD11B2,P80365,CHEMBL3746,Enzyme,0.1202257509,16 /  22     
Sodwanone R,Carboxylesterase 2,CES2,O00748,CHEMBL3180,Enzyme,0.1202257509,3 /  14     
Sodwanone R,Anandamide amidohydrolase,FAAH,O00519,CHEMBL2243,Enzyme,0.1202257509,77 /  11     
Sodwanone R,"Nitric oxide synthase, inducible",NOS2,P35228,CHEMBL4481,Enzyme,0.1202257509,29 /  21     
Sodwanone R,Corticosteroid binding globulin,SERPINA6,P08185,CHEMBL2421,Secreted protein,0.1202257509,6 /  20     
Sodwanone R,"Thymidine kinase, cytosolic",TK1,P04183,CHEMBL2883,Transferase,0.1202257509,10 /  0     
Sodwanone R,Adenosine A2b receptor,ADORA2B,P29275,CHEMBL255,Family A G protein-coupled receptor,0.1202257509,46 /  0     
Sodwanone R,Tyrosine kinase non-receptor protein 2,TNK2,Q07912,CHEMBL4599,Kinase,0.1202257509,13 /  0     
Sodwanone R,Dopamine transporter,SLC6A3,Q01959,CHEMBL238,Electrochemical transporter,0.1202257509,82 /  2     
Sodwanone R,Isoprenylcysteine carboxyl methyltransferase,ICMT,O60725,CHEMBL4699,Enzyme,0.1202257509,58 /  0     
Sodwanone R,Adenosine A3 receptor,ADORA3,P0DMS8,CHEMBL256,Family A G protein-coupled receptor,0.1202257509,79 /  1     
Sodwanone R,Metabotropic glutamate receptor 5,GRM5,P41594,CHEMBL3227,Family C G protein-coupled receptor,0.1202257509,101 /  0     
Sodwanone R,Sphingosine 1-phosphate receptor Edg-3,S1PR3,Q99500,CHEMBL3892,Family A G protein-coupled receptor,0.1202257509,35 /  0     
Sodwanone R,Arachidonate 5-lipoxygenase,ALOX5,P09917,CHEMBL215,Oxidoreductase,0.1202257509,60 /  36     
Sodwanone R,Voltage-gated potassium channel subunit Kv1.5,KCNA5,P22460,CHEMBL4306,Voltage-gated ion channel,0.1202257509,113 /  0     
Sodwanone R,Phosphodiesterase 10A,PDE10A,Q9Y233,CHEMBL4409,Phosphodiesterase,0.1202257509,508 /  0     
Sodwanone R,Protein tyrosine kinase 2 beta,PTK2B,Q14289,CHEMBL5469,Kinase,0.1202257509,12 /  0     
Sodwanone R,Proteinase-activated receptor 1,F2R,P25116,CHEMBL3974,Family A G protein-coupled receptor,0.1202257509,31 /  0     
Sodwanone R,Prostaglandin E synthase,PTGES,O14684,CHEMBL5658,Enzyme,0.1202257509,31 /  13     
Sodwanone R,Butyrylcholinesterase,BCHE,P06276,CHEMBL1914,Hydrolase,0.1202257509,36 /  3     
Sodwanone R,Cannabinoid receptor 2,CNR2,P34972,CHEMBL253,Family A G protein-coupled receptor,0.1202257509,358 /  5     
Sodwanone R,Calcitonin gene-related peptide type 1 receptor,CALCRL,Q16602,CHEMBL3798,Family B G protein-coupled receptor,0.1202257509,128 /  0     
Sodwanone R,c-Jun N-terminal kinase 1,MAPK8,P45983,CHEMBL2276,Kinase,0.1202257509,100 /  0     
Sodwanone R,Alpha-1a adrenergic receptor,ADRA1A,P35348,CHEMBL229,Family A G protein-coupled receptor,0.1202257509,31 /  0     
Sodwanone R,c-Jun N-terminal kinase 3,MAPK10,P53779,CHEMBL2637,Kinase,0.1202257509,59 /  0     
Sodwanone R,Melanin-concentrating hormone receptor 1,MCHR1,Q99705,CHEMBL344,Family A G protein-coupled receptor,0.1202257509,39 /  0     
Sodwanone R,Hormone sensitive lipase,LIPE,Q05469,CHEMBL3590,Enzyme,0.1202257509,12 /  0     
Sodwanone R,Neuropeptide Y receptor type 5,NPY5R,Q15761,CHEMBL4561,Family A G protein-coupled receptor,0.1202257509,114 /  0     
Sodwanone R,HMG-CoA reductase   (by homology),HMGCR,P04035,CHEMBL402,Oxidoreductase,0.1202257509,95 /  79     
Sodwanone R,C-C chemokine receptor type 9,CCR9,P51686,CHEMBL5815,Family A G protein-coupled receptor,0.1202257509,8 /  0     
Sodwanone R,MAP kinase ERK1,MAPK3,P27361,CHEMBL3385,Kinase,0.1202257509,28 /  1     
Sodwanone R,C-C chemokine receptor type 1,CCR1,P32246,CHEMBL2413,Family A G protein-coupled receptor,0.1202257509,115 /  0     
Sodwanone R,Acetyl-CoA carboxylase 2,ACACB,O00763,CHEMBL4829,Ligase,0.1202257509,157 /  0     
Sodwanone R,Protein-tyrosine phosphatase 1B,PTPN1,P18031,CHEMBL335,Phosphatase,0.1202257509,41 /  69     
Sodwanone R,Macrophage colony stimulating factor receptor   (by homology),CSF1R,P07333,CHEMBL1844,Kinase,0.1202257509,92 /  0     
Sodwanone R,Liver glycogen phosphorylase,PYGL,P06737,CHEMBL2568,Enzyme,0.1202257509,52 /  0     
Sodwanone R,Interleukin-8 receptor B,CXCR2,P25025,CHEMBL2434,Family A G protein-coupled receptor,0.1202257509,71 /  0     
Sodwanone R,Cathepsin S,CTSS,P25774,CHEMBL2954,Protease,0.1202257509,207 /  0     
Sodwanone R,C5a anaphylatoxin chemotactic receptor,C5AR1,P21730,CHEMBL2373,Family A G protein-coupled receptor,0.1202257509,55 /  0     
Sodwanone R,Platelet activating factor receptor,PTAFR,P25105,CHEMBL250,Family A G protein-coupled receptor,0.1202257509,79 /  0     
Sodwanone R,Voltage-gated N-type calcium channel alpha-1B subunit,CACNA1B,Q00975,CHEMBL4478,Voltage-gated ion channel,0.1202257509,5 /  0     
Sodwanone R,Voltage-gated potassium channel subunit Kv7.1,KCNQ1,P51787,CHEMBL1866,Voltage-gated ion channel,0.1202257509,11 /  0     
Sodwanone R,Thrombin and coagulation factor X,F10,P00742,CHEMBL244,Protease,0.1202257509,217 /  0     
Sodwanone R,Melatonin receptor 1A,MTNR1A,P48039,CHEMBL1945,Family A G protein-coupled receptor,0.1202257509,122 /  0     
Sodwanone R,Melatonin receptor 1B,MTNR1B,P49286,CHEMBL1946,Family A G protein-coupled receptor,0.1202257509,113 /  0     
Sodwanone R,Epoxide hydratase,EPHX2,P34913,CHEMBL2409,Protease,0.1202257509,173 /  0     
Sodwanone R,Vasopressin V1a receptor,AVPR1A,P37288,CHEMBL1889,Family A G protein-coupled receptor,0.1202257509,62 /  0     
Sodwanone R,"Thymidine kinase, mitochondrial",TK2,O00142,CHEMBL4580,Enzyme,0.1202257509,11 /  0     
Sodwanone R,MAP kinase p38 alpha,MAPK14,Q16539,CHEMBL260,Kinase,0.1202257509,338 /  0     
Sodwanone R,MAP kinase p38 delta,MAPK13,O15264,CHEMBL2939,Kinase,0.1202257509,11 /  0     
Sodwanone R,Transforming protein RhoA,RHOA,P61586,CHEMBL6052,Unclassified protein,0.1202257509,2 /  0     
Sodwanone R,Cyclin-dependent kinase 2/cyclin A,CDK2 CCNA1 CCNA2,P24941 P78396 P20248,CHEMBL2094128,Other cytosolic protein,0.1202257509,50 /  0     
Sodwanone R,Monoacylglycerol lipase ABHD6,ABHD6,Q9BV23,CHEMBL2189127,Enzyme,0.1202257509,12 /  0     
Sodwanone R,Kappa Opioid receptor,OPRK1,P41145,CHEMBL237,Family A G protein-coupled receptor,0.1202257509,197 /  15     
Sodwanone R,Stem cell growth factor receptor,KIT,P10721,CHEMBL1936,Kinase,0.1202257509,95 /  0     
Sodwanone R,EZH2/SUZ12/EED/RBBP7/RBBP4,EZH2,Q15910,CHEMBL2189110,Writer,0.1202257509,23 /  0     
Sodwanone R,Vascular endothelial growth factor receptor 2,KDR,P35968,CHEMBL279,Kinase,0.1202257509,367 /  0     
Sodwanone R,Cholecystokinin B receptor,CCKBR,P32239,CHEMBL298,Family A G protein-coupled receptor,0.1202257509,68 /  0     
Sodwanone R,Neurokinin 1 receptor,TACR1,P25103,CHEMBL249,Family A G protein-coupled receptor,0.1202257509,89 /  0     
Sodwanone R,dUTP pyrophosphatase,DUT,P33316,CHEMBL5203,Enzyme,0.1202257509,92 /  0     
Sodwanone R,UDP-glucuronosyltransferase 2B7,UGT2B7,P16662,CHEMBL4370,Enzyme,0.1202257509,27 /  0     
Sodwanone R,Protein kinase C eta,PRKCH,P24723,CHEMBL3616,Kinase,0.1202257509,11 /  3     
Sodwanone R,Dual specificity phosphatase Cdc25A,CDC25A,P30304,CHEMBL3775,Phosphatase,0.1202257509,13 /  20     
Sodwanone R,Lysosomal Pro-X carboxypeptidase,PRCP,P42785,CHEMBL2335,Protease,0.1202257509,20 /  0     
Sodwanone R,Oxytocin receptor,OXTR,P30559,CHEMBL2049,Family A G protein-coupled receptor,0.1202257509,84 /  0     
Sodwanone R,Orexin receptor 2,HCRTR2,O43614,CHEMBL4792,Family A G protein-coupled receptor,0.1202257509,127 /  0     
Sodwanone R,Orexin receptor 1,HCRTR1,O43613,CHEMBL5113,Family A G protein-coupled receptor,0.1202257509,118 /  0     
Sodwanone R,Polyadenylate-binding protein 1,PABPC1,P11940,CHEMBL1293286,Unclassified protein,0.1202257509,11 /  0     
Sodwanone R,Tyrosine-protein kinase receptor FLT3,FLT3,P36888,CHEMBL1974,Kinase,0.1202257509,88 /  0     
Sodwanone R,Tyrosine-protein kinase TIE-2,TEK,Q02763,CHEMBL4128,Kinase,0.1202257509,60 /  0     
Sodwanone R,Acetylcholinesterase,ACHE,P22303,CHEMBL220,Hydrolase,0.1202257509,93 /  5     
Sodwanone R,Gamma-secretase,PSEN2 PSENEN NCSTN APH1A PSEN1 APH1B,P49810 Q9NZ42 Q92542 Q96BI3 P49768 Q8WW43,CHEMBL2094135,Protease,0,185 /  0     
Sodwanone R,Monoglyceride lipase   (by homology),MGLL,Q99685,CHEMBL4191,Enzyme,0,25 /  0     
Sodwanone R,Period circadian protein homolog 2,PER2,O15055,CHEMBL3751648,Unclassified protein,0,40 /  0     
Sodwanone R,ALK tyrosine kinase receptor,ALK,Q9UM73,CHEMBL4247,Kinase,0,38 /  0     
Sodwanone R,C-C chemokine receptor type 8,CCR8,P51685,CHEMBL4596,Family A G protein-coupled receptor,0,4 /  0     
Sodwanone R,Inosine-5'-monophosphate dehydrogenase 2,IMPDH2,P12268,CHEMBL2002,Oxidoreductase,0,98 /  0     
Sodwanone R,Geranylgeranyl transferase type I,PGGT1B FNTA,P53609 P49354,CHEMBL2095164,Enzyme,0,42 /  0     
Sodwanone R,P2X purinoceptor 3,P2RX3,P56373,CHEMBL2998,Ligand-gated ion channel,0,184 /  0     
Sodwanone R,Cyclin-dependent kinase 1,CDK1,P06493,CHEMBL308,Kinase,0,70 /  0     
Sodwanone R,Hepatocyte growth factor receptor,MET,P08581,CHEMBL3717,Kinase,0,110 /  0     
Sodwanone R,Estrogen receptor beta,ESR2,Q92731,CHEMBL242,Nuclear receptor,0,42 /  8     
Sodwanone R,Tyrosine-protein kinase SYK,SYK,P43405,CHEMBL2599,Kinase,0,101 /  0     
Sodwanone R,Ileal bile acid transporter,SLC10A2,Q12908,CHEMBL2778,Electrochemical transporter,0,72 /  0     
Sodwanone R,Bombesin receptor subtype-3,BRS3,P32247,CHEMBL4080,Family A G protein-coupled receptor,0,17 /  0     
Sodwanone R,Heat shock protein beta-1,HSPB1,P04792,CHEMBL5976,Other cytosolic protein,0,3 /  0     
Sutherlandioside A,Interleukin-2,IL2,P60568,CHEMBL5880,Secreted protein,0.1527574248,0 /  1     
Sutherlandioside A,Signal transducer and activator of transcription 3,STAT3,P40763,CHEMBL4026,Transcription factor,0.0750450385,0 /  7     
Sutherlandioside A,Platelet activating factor receptor,PTAFR,P25105,CHEMBL250,Family A G protein-coupled receptor,0.0358982055,0 /  11     
Sutherlandioside A,Apoptosis regulator Bcl-X,BCL2L1,Q07817,CHEMBL4625,Other ion channel,0.0358982055,0 /  1     
Sutherlandioside A,Thrombin,F2,P00734,CHEMBL204,Protease,0.0358982055,0 /  3     
Sutherlandioside A,Gamma-secretase,PSEN2 PSENEN NCSTN APH1A PSEN1 APH1B,P49810 Q9NZ42 Q92542 Q96BI3 P49768 Q8WW43,CHEMBL2094135,Protease,0.0358982055,0 /  5     
Sutherlandioside A,Heat shock protein HSP 90-alpha,HSP90AA1,P07900,CHEMBL3880,Other cytosolic protein,0.0358982055,0 /  1     
Sutherlandioside A,Protein phosphatase 2C beta,PPM1B,O75688,CHEMBL2845,Phosphatase,0,0 /  1     
Sutherlandioside A,Protein-tyrosine phosphatase 1B,PTPN1,P18031,CHEMBL335,Phosphatase,0,0 /  15     
Sutherlandioside A,Serine/threonine protein phosphatase PP1-gamma catalytic subunit,PPP1CC,P36873,CHEMBL4438,Phosphatase,0,0 /  2     
Sutherlandioside A,"Serine/threonine protein phosphatase 2A, catalytic subunit, alpha isoform",PPP2CA,P67775,CHEMBL4703,Phosphatase,0,0 /  2     
Sutherlandioside A,"Serine/threonine protein phosphatase 2A, 56 kDa regulatory subunit, alpha isoform",PPP2R5A,Q15172,CHEMBL4763,Phosphatase,0,0 /  1     
Sutherlandioside A,11-beta-hydroxysteroid dehydrogenase 2,HSD11B2,P80365,CHEMBL3746,Enzyme,0,0 /  1     
Sutherlandioside A,11-beta-hydroxysteroid dehydrogenase 1,HSD11B1,P28845,CHEMBL4235,Enzyme,0,0 /  3     
Sutherlandioside A,Nuclear receptor ROR-gamma,RORC,P51449,CHEMBL1741186,Nuclear receptor,0,0 /  2     
Sutherlandioside A,Sodium/potassium-transporting ATPase alpha-1 chain,ATP1A1,P05023,CHEMBL1807,Primary active transporter,0,0 /  1     
Sutherlandioside A,Niemann-Pick C1-like protein 1,NPC1L1,Q9UHC9,CHEMBL2027,Other membrane protein,0,0 /  3     
Sutherlandioside A,Zinc finger protein GLI1,GLI1,P08151,CHEMBL5461,Transcription factor,0,0 /  2     
Sutherlandioside A,Tubulin--tyrosine ligase,TTL,Q8NG68,CHEMBL5549,Enzyme,0,0 /  3     
Sutherlandioside A,Vascular endothelial growth factor A,VEGFA,P15692,CHEMBL1783,Secreted protein,0,0 /  2     
Sutherlandioside A,Acidic fibroblast growth factor,FGF1,P05230,CHEMBL2120,Secreted protein,0,0 /  3     
Sutherlandioside A,Basic fibroblast growth factor,FGF2,P09038,CHEMBL3107,Secreted protein,0,0 /  2     
Sutherlandioside A,Heparanase,HPSE,Q9Y251,CHEMBL3921,Enzyme,0,0 /  3     
Sutherlandioside A,Androgen Receptor,AR,P10275,CHEMBL1871,Nuclear receptor,0,0 /  7     
Sutherlandioside A,Proto-oncogene c-JUN,JUN,P05412,CHEMBL4977,Transcription factor,0,0 /  4     
Sutherlandioside A,Glucocorticoid receptor,NR3C1,P04150,CHEMBL2034,Nuclear receptor,0,0 /  8     
Sutherlandioside A,Matrix metalloproteinase 9,MMP9,P14780,CHEMBL321,Protease,0,0 /  1     
Sutherlandioside A,Cyclin-dependent kinase 1,CDK1,P06493,CHEMBL308,Kinase,0,0 /  1     
Sutherlandioside A,Vascular endothelial growth factor receptor 2,KDR,P35968,CHEMBL279,Kinase,0,0 /  1     
Sutherlandioside A,Protein kinase C alpha,PRKCA,P17252,CHEMBL299,Kinase,0,0 /  130     
Sutherlandioside A,Ras-related protein Rap-1A,RAP1A,P62834,CHEMBL1255139,Unclassified protein,0,0 /  1     
Sutherlandioside A,Phosphodiesterase 4D,PDE4D,Q08499,CHEMBL288,Phosphodiesterase,0,0 /  7     
Sutherlandioside A,Methionine aminopeptidase 2,METAP2,P50579,CHEMBL3922,Protease,0,0 /  9     
Sutherlandioside A,DNA polymerase alpha subunit,POLA1,P09884,CHEMBL1828,Transferase,0,0 /  2     
Sutherlandioside A,Galectin-4,LGALS4,P56470,CHEMBL1671608,Other cytosolic protein,0,0 /  2     
Sutherlandioside A,Galectin-3,LGALS3,P17931,CHEMBL4531,Other cytosolic protein,0,0 /  2     
Sutherlandioside A,Galectin-8,LGALS8,O00214,CHEMBL5475,Other cytosolic protein,0,0 /  2     
Sutherlandioside A,Thromboxane A2 receptor   (by homology),TBXA2R,P21731,CHEMBL2069,Family A G protein-coupled receptor,0,0 /  7     
Sutherlandioside A,Carboxylesterase 2,CES2,O00748,CHEMBL3180,Enzyme,0,0 /  1     
Sutherlandioside A,Vitamin D receptor,VDR,P11473,CHEMBL1977,Nuclear receptor,0,0 /  7     
Sutherlandioside A,Serotonin 2b (5-HT2b) receptor,HTR2B,P41595,CHEMBL1833,Family A G protein-coupled receptor,0,0 /  1     
Sutherlandioside A,Alpha-2a adrenergic receptor,ADRA2A,P08913,CHEMBL1867,Family A G protein-coupled receptor,0,0 /  1     
Sutherlandioside A,Adrenergic receptor alpha-2,ADRA2C,P18825,CHEMBL1916,Family A G protein-coupled receptor,0,0 /  1     
Sutherlandioside A,Alpha-2b adrenergic receptor,ADRA2B,P18089,CHEMBL1942,Family A G protein-coupled receptor,0,0 /  1     
Sutherlandioside A,Cytochrome P450 19A1,CYP19A1,P11511,CHEMBL1978,Cytochrome P450,0,0 /  15     
Sutherlandioside A,Dopamine D1 receptor,DRD1,P21728,CHEMBL2056,Family A G protein-coupled receptor,0,0 /  1     
Sutherlandioside A,Dopamine D2 receptor,DRD2,P14416,CHEMBL217,Family A G protein-coupled receptor,0,0 /  1     
Sutherlandioside A,Alpha-1d adrenergic receptor,ADRA1D,P25100,CHEMBL223,Family A G protein-coupled receptor,0,0 /  1     
Sutherlandioside A,Serotonin 2a (5-HT2a) receptor,HTR2A,P28223,CHEMBL224,Family A G protein-coupled receptor,0,0 /  1     
Sutherlandioside A,Serotonin 2c (5-HT2c) receptor,HTR2C,P28335,CHEMBL225,Family A G protein-coupled receptor,0,0 /  1     
Sutherlandioside A,Dopamine D3 receptor,DRD3,P35462,CHEMBL234,Family A G protein-coupled receptor,0,0 /  1     
Sutherlandioside A,Cytochrome P450 2D6,CYP2D6,P10635,CHEMBL289,Cytochrome P450,0,0 /  1     
Sutherlandioside A,Serotonin 6 (5-HT6) receptor,HTR6,P50406,CHEMBL3371,Family A G protein-coupled receptor,0,0 /  1     
Sutherlandioside A,Alpha-1a adrenergic receptor   (by homology),ADRA1A,P35348,CHEMBL229,Family A G protein-coupled receptor,0,0 /  2     
Sutherlandioside A,Serotonin 1b (5-HT1b) receptor   (by homology),HTR1B,P28222,CHEMBL1898,Family A G protein-coupled receptor,0,0 /  1     
Sutherlandioside A,Interleukin-8 receptor A,CXCR1,P25024,CHEMBL4029,Family A G protein-coupled receptor,0,0 /  2     
Sutherlandioside A,Toll-like receptor (TLR7/TLR9),TLR9,Q9NR96,CHEMBL5804,Toll-like and Il-1 receptors,0,0 /  1     
Sutherlandioside A,Endothelin receptor ET-A,EDNRA,P25101,CHEMBL252,Family A G protein-coupled receptor,0,0 /  2     
Sutherlandioside A,LXR-alpha,NR1H3,Q13133,CHEMBL2808,Nuclear receptor,0,0 /  3     
Sutherlandioside A,LXR-beta,NR1H2,P55055,CHEMBL4093,Nuclear receptor,0,0 /  1     
Sutherlandioside A,Protein kinase C delta,PRKCD,Q05655,CHEMBL2996,Kinase,0,0 /  24     
Sutherlandioside A,Protein kinase C beta,PRKCB,P05771,CHEMBL3045,Kinase,0,0 /  6     
